dataset,filename,stem,extension,size_bytes,width,height,channels,aspect_ratio,resolution,mode,brightness,contrast,sharpness,blur_score,entropy,md5,phash,path
dataset_A,IMG20221107210411.jpg,IMG20221107210411,.jpg,5373524,3456,4608,3,0.75,15925248,RGB,73.56545511881511,65.9157193238091,331.00002012913296,331.00002012913296,7.431674480438232,70c9fb114252c49ccdea1740c4ab7f37,b591d3d284637077,data\raw\dataset_A\Pics\IMG20221107210411.jpg
dataset_A,IMG20221107210417.jpg,IMG20221107210417,.jpg,5441623,3456,4608,3,0.75,15925248,RGB,70.41912389684606,56.7459135899619,304.9120615167919,304.9120615167919,7.435248374938965,b40fe4530157102a5e28a1025f70c44a,bb981b3b77616482,data\raw\dataset_A\Pics\IMG20221107210417.jpg
dataset_A,IMG20221107210433.jpg,IMG20221107210433,.jpg,5001813,3456,4608,3,0.75,15925248,RGB,88.00058159219876,60.13775832747891,230.54298820449588,230.54298820449588,7.647430419921875,6d34ace73c2e374dddd8a67a6ce70429,99d991c1731b9b07,data\raw\dataset_A\Pics\IMG20221107210433.jpg
dataset_A,IMG20221107210442.jpg,IMG20221107210442,.jpg,4468666,3456,4608,3,0.75,15925248,RGB,97.61448738506301,56.39567823874823,204.10326867658003,204.10326867658003,7.537614822387695,389eca69401daa8379ba14d57afa641f,89898d6c1dc9f89e,data\raw\dataset_A\Pics\IMG20221107210442.jpg
dataset_A,IMG20221107210444.jpg,IMG20221107210444,.jpg,5172958,3456,4608,3,0.75,15925248,RGB,99.58059108404466,56.77331854408266,245.44737858983652,245.44737858983652,7.551898956298828,62795a0894a71002aad14512d3034942,c7959d651404f99d,data\raw\dataset_A\Pics\IMG20221107210444.jpg
dataset_A,IMG20221107210529.jpg,IMG20221107210529,.jpg,5558213,3456,4608,3,0.75,15925248,RGB,94.39721673408162,50.81951140947664,368.96016684992236,368.96016684992236,7.363293647766113,58789df29b62d27f4200a1f8886dac5a,c3eb8a91198ccedc,data\raw\dataset_A\Pics\IMG20221107210529.jpg
dataset_A,IMG20221107210548.jpg,IMG20221107210548,.jpg,6192742,3456,4608,3,0.75,15925248,RGB,78.53414791405446,51.302025555884256,522.2604419077784,522.2604419077784,7.530385971069336,f8317d9774f3a088da34588d5384334e,d6e625252d787a52,data\raw\dataset_A\Pics\IMG20221107210548.jpg
dataset_A,IMG20221107210552.jpg,IMG20221107210552,.jpg,5647935,3456,4608,3,0.75,15925248,RGB,60.78589174875016,50.778002869035646,383.8850507658837,383.8850507658837,7.254745960235596,fd8478d630ce207d41dcf241995ae6dd,d9888676d5919177,data\raw\dataset_A\Pics\IMG20221107210552.jpg
dataset_A,IMG20221107210559.jpg,IMG20221107210559,.jpg,6232341,3456,4608,3,0.75,15925248,RGB,63.4615183386783,46.39594751727841,476.5169063489999,476.5169063489999,7.200856685638428,e5e3a25e8a65c11f884253640ea5d545,da9b3f2565c13232,data\raw\dataset_A\Pics\IMG20221107210559.jpg
dataset_A,IMG20221107210600.jpg,IMG20221107210600,.jpg,5174093,3456,4608,3,0.75,15925248,RGB,60.3749365159023,50.351947203044915,295.3854049754347,295.3854049754347,7.063088893890381,3d744277890efaf099586568bfda46d9,c0d23f6dc0c69f19,data\raw\dataset_A\Pics\IMG20221107210600.jpg
dataset_A,IMG20221107210603.jpg,IMG20221107210603,.jpg,5039000,3456,4608,3,0.75,15925248,RGB,77.37886826001078,56.517230442239146,289.19807875781083,289.19807875781083,7.269308567047119,2315598f8e09d3475bcf176e3d1bcc3e,ca8abf272b68d8c2,data\raw\dataset_A\Pics\IMG20221107210603.jpg
dataset_A,IMG20221107210614.jpg,IMG20221107210614,.jpg,4893101,3456,4608,3,0.75,15925248,RGB,94.75473600159947,49.58527468681243,211.45960644191837,211.45960644191837,7.461207389831543,d28171c5fbf933159ddf6abe2ec20c3a,f3e283c3961c3e4c,data\raw\dataset_A\Pics\IMG20221107210614.jpg
dataset_A,IMG20221107210627.jpg,IMG20221107210627,.jpg,6651818,3456,4608,3,0.75,15925248,RGB,85.48781212072804,57.15269011209438,550.2710703930541,550.2710703930541,7.604426860809326,87d7c640a9956dfe96963d8d5134a524,e0e4247478d3737c,data\raw\dataset_A\Pics\IMG20221107210627.jpg
dataset_A,IMG20221107210628.jpg,IMG20221107210628,.jpg,5416081,3456,4608,3,0.75,15925248,RGB,94.70364329648116,63.532457248392504,382.5808231047996,382.5808231047996,7.741668701171875,41de92b58c89b15280f55691b34f3b3e,c1c14a7ebc2f6970,data\raw\dataset_A\Pics\IMG20221107210628.jpg
dataset_A,IMG20221107210643.jpg,IMG20221107210643,.jpg,5760969,3456,4608,3,0.75,15925248,RGB,101.67568065502026,45.63481892791298,318.63505090016247,318.63505090016247,7.30325984954834,f8fe163319538cb84ccc1c8fdee635a9,d8e9a7a0a8d8dae1,data\raw\dataset_A\Pics\IMG20221107210643.jpg
dataset_A,IMG20221107210649.jpg,IMG20221107210649,.jpg,5625727,3456,4608,3,0.75,15925248,RGB,85.27277528111337,66.05981601369791,274.760916356042,274.760916356042,7.696213722229004,1b00bd6b742055724e061fb6ec09d513,ffd682260c991b1b,data\raw\dataset_A\Pics\IMG20221107210649.jpg
dataset_A,IMG20221107210651.jpg,IMG20221107210651,.jpg,5147562,3456,4608,3,0.75,15925248,RGB,70.6078372531467,64.34463957948027,216.23381267392983,216.23381267392983,7.308748245239258,8028b5637b604514e43e0c5149e3c56c,f0f59f30307063c7,data\raw\dataset_A\Pics\IMG20221107210651.jpg
dataset_A,IMG20221107211402.jpg,IMG20221107211402,.jpg,4693840,3456,4608,3,0.75,15925248,RGB,65.54219180762523,52.213528421356415,119.02453594379189,119.02453594379189,7.347209930419922,ee043a1bfb53b73174e37feccecaa5ea,86a6fb93c44c383b,data\raw\dataset_A\Pics\IMG20221107211402.jpg
dataset_A,IMG20221109100804.jpg,IMG20221109100804,.jpg,3193208,3456,4608,3,0.75,15925248,RGB,145.36697387695312,70.36300073546735,17.663470035919694,17.663470035919694,7.551924705505371,343f857ac19dbfcc9ebff654704d0f6d,f074b60b4b888f8f,data\raw\dataset_A\Pics\IMG20221109100804.jpg
dataset_A,IMG20221109100805.jpg,IMG20221109100805,.jpg,3116800,3456,4608,3,0.75,15925248,RGB,127.98163852770142,56.146012599841455,14.581946307243921,14.581946307243921,7.471689224243164,3ae8a05e9676d4221aa79c6ad7538790,f474f4024e9fb1e0,data\raw\dataset_A\Pics\IMG20221109100805.jpg
dataset_A,IMG20221109100809.jpg,IMG20221109100809,.jpg,3325537,3456,4608,3,0.75,15925248,RGB,137.02201033227237,64.61629759521293,16.82565316107883,16.82565316107883,7.700551986694336,1171fc5ce91de01876173de93eb09332,cc0cce8b20e5deba,data\raw\dataset_A\Pics\IMG20221109100809.jpg
dataset_A,IMG20221109100815.jpg,IMG20221109100815,.jpg,3003965,3456,4608,3,0.75,15925248,RGB,131.03547932189187,76.1543697754103,13.22107150549079,13.22107150549079,7.477347373962402,2aee6c24532e4a09ab38cbef6b1a443b,83a3ab542d8dc637,data\raw\dataset_A\Pics\IMG20221109100815.jpg
dataset_A,IMG20221109100819.jpg,IMG20221109100819,.jpg,2649384,3456,4608,3,0.75,15925248,RGB,140.77370116936328,69.87890098578988,10.382072412953434,10.382072412953434,7.563403606414795,39cea474cb5ae524e6c7cf7af4b8da2b,90f68e0bc9a6cb8d,data\raw\dataset_A\Pics\IMG20221109100819.jpg
dataset_A,IMG20221109100905.jpg,IMG20221109100905,.jpg,3572312,3456,4608,3,0.75,15925248,RGB,113.35891510135352,60.43217149851525,25.113886266205824,25.113886266205824,7.784402370452881,0010de21f41a24898896f975fdcf7d3d,f6bebe42c13cc1a0,data\raw\dataset_A\Pics\IMG20221109100905.jpg
dataset_A,IMG20221109100908.jpg,IMG20221109100908,.jpg,3315985,3456,4608,3,0.75,15925248,RGB,128.65029260454844,62.44957558349313,16.681379355667218,16.681379355667218,7.646844863891602,f6df791aca7c90aaa9c73f29d795ead8,8c4dcd9f2a6a9615,data\raw\dataset_A\Pics\IMG20221109100908.jpg
dataset_A,IMG20221109100924.jpg,IMG20221109100924,.jpg,2994333,3456,4608,3,0.75,15925248,RGB,147.55123574841662,60.75451486814513,10.404683722864993,10.404683722864993,7.527644157409668,387eb651198042fbcaced65acda2de4e,eb63e3a020ce1e3d,data\raw\dataset_A\Pics\IMG20221109100924.jpg
dataset_A,IMG20221109100940.jpg,IMG20221109100940,.jpg,3040910,3456,4608,3,0.75,15925248,RGB,147.5114686440048,61.611394595530044,10.27760364215302,10.27760364215302,7.5446953773498535,d11e41ed99326e6bfbe072948f26cfa6,9f1fdab239c58064,data\raw\dataset_A\Pics\IMG20221109100940.jpg
dataset_A,IMG20221109100941.jpg,IMG20221109100941,.jpg,2955119,3456,4608,3,0.75,15925248,RGB,132.22109721619407,55.68418278664314,10.21278946396006,10.21278946396006,7.383493423461914,93651fa2e22b4ee61563e609f7010d81,da7afaba2c4e0921,data\raw\dataset_A\Pics\IMG20221109100941.jpg
dataset_A,IMG20221109100942.jpg,IMG20221109100942,.jpg,3068064,3456,4608,3,0.75,15925248,RGB,140.02210885507088,62.431957921009094,11.574967199137525,11.574967199137525,7.548346519470215,3d010b79f09430dcfc7710caf564481c,b131d19a3c6d1d95,data\raw\dataset_A\Pics\IMG20221109100942.jpg
dataset_A,IMG20221109101000.jpg,IMG20221109101000,.jpg,3310255,3456,4608,3,0.75,15925248,RGB,135.87540539400078,49.9506638530508,20.251749498941585,20.251749498941585,7.426057815551758,7aeb2f44896e84a9cc1068db522b2ccb,d4d89b3944c0bf3c,data\raw\dataset_A\Pics\IMG20221109101000.jpg
dataset_A,IMG20221109101014.jpg,IMG20221109101014,.jpg,5367186,3456,4608,3,0.75,15925248,RGB,139.13559072989005,45.51749814328639,254.15162155880262,254.15162155880262,7.295063018798828,19b15a2d1599a989501cf5fe113ed778,8587d3fa293896c6,data\raw\dataset_A\Pics\IMG20221109101014.jpg
dataset_A,IMG20221109101015.jpg,IMG20221109101015,.jpg,5370278,3456,4608,3,0.75,15925248,RGB,111.64328863198865,44.97862321052346,343.32134863885693,343.32134863885693,7.036074638366699,53b8b919c1bb9da1f5315aced3728695,c6c2c2c2f2f5558d,data\raw\dataset_A\Pics\IMG20221109101015.jpg
dataset_A,IMG20221109101024.jpg,IMG20221109101024,.jpg,7073171,3456,4608,3,0.75,15925248,RGB,120.14872722861207,52.1672902678444,751.1659061637879,751.1659061637879,7.629330635070801,dd96f5012518f6e35bc3306f83ff6004,d7270ae278393b07,data\raw\dataset_A\Pics\IMG20221109101024.jpg
dataset_A,IMG20221109101039.jpg,IMG20221109101039,.jpg,5036846,3456,4608,3,0.75,15925248,RGB,113.84419909818673,45.764535021905736,271.67615330711544,271.67615330711544,7.14898681640625,b68c02e361d38ac390c1d9388f3de8bb,c9e9c98389c8da73,data\raw\dataset_A\Pics\IMG20221109101039.jpg
dataset_A,IMG20221109101041.jpg,IMG20221109101041,.jpg,6674761,3456,4608,3,0.75,15925248,RGB,122.11763000488281,56.77923729655499,1264.8765378380847,1264.8765378380847,7.526968955993652,856729f8af9755aa1a17789ad977b8dd,e6e6c784ac2d6923,data\raw\dataset_A\Pics\IMG20221109101041.jpg
dataset_A,IMG20221109101042.jpg,IMG20221109101042,.jpg,6582126,3456,4608,3,0.75,15925248,RGB,127.58433959709764,64.25403282190747,1696.5985963107562,1696.5985963107562,7.553226947784424,2132dba6116eeb8b7155af61a877c5f5,cec4c98bda3b431a,data\raw\dataset_A\Pics\IMG20221109101042.jpg
dataset_A,IMG20221109101044.jpg,IMG20221109101044,.jpg,7041441,3456,4608,3,0.75,15925248,RGB,127.38769694512763,68.07700946060503,2175.762434935448,2175.762434935448,7.726935386657715,640637210fec3bfb9178a02fc3214461,fdc1c6d98b2e0952,data\raw\dataset_A\Pics\IMG20221109101044.jpg
dataset_A,IMG20221109101046.jpg,IMG20221109101046,.jpg,5641446,3456,4608,3,0.75,15925248,RGB,119.3211610268173,61.55665325985423,401.4732753210283,401.4732753210283,7.792773246765137,8318dd20195763fea906a9639e78dc7d,f6c9c396a5405fb0,data\raw\dataset_A\Pics\IMG20221109101046.jpg
dataset_A,IMG20221109101049.jpg,IMG20221109101049,.jpg,6680782,3456,4608,3,0.75,15925248,RGB,107.77509078665526,45.561917061412885,1238.7495488708023,1238.7495488708023,7.128060817718506,25cba35dc5e3b7f612fb0d3bf702fd19,afafa9b13504e8a8,data\raw\dataset_A\Pics\IMG20221109101049.jpg
dataset_A,IMG20221109101050.jpg,IMG20221109101050,.jpg,7205310,3456,4608,3,0.75,15925248,RGB,119.51816668726289,58.94659327135316,2113.778897708518,2113.778897708518,7.5496978759765625,454da62a874c3cacffa462b18befb5a5,b191d59147e6a4ad,data\raw\dataset_A\Pics\IMG20221109101050.jpg
dataset_A,IMG20221109101139.jpg,IMG20221109101139,.jpg,6108386,3456,4608,3,0.75,15925248,RGB,113.47670227804302,50.27675780966806,398.06919779761085,398.06919779761085,7.595334529876709,d1b1877db4ca5efc339fec917434fc7d,957c52d6170733b1,data\raw\dataset_A\Pics\IMG20221109101139.jpg
dataset_A,IMG20221109101152.jpg,IMG20221109101152,.jpg,4493941,3456,4608,3,0.75,15925248,RGB,109.46417669602383,51.11526381902868,113.07649953048988,113.07649953048988,7.612585067749023,58c2f38f15666e463d6dff4a87881941,f677afc29810164d,data\raw\dataset_A\Pics\IMG20221109101152.jpg
dataset_A,IMG20221109101210.jpg,IMG20221109101210,.jpg,7079126,3456,4608,3,0.75,15925248,RGB,119.44304214289158,65.40541288219661,1191.7549070403045,1191.7549070403045,7.792834758758545,51d9b3b6ff832a6f36a2cb29ec49bd77,b9b1b7e0db568103,data\raw\dataset_A\Pics\IMG20221109101210.jpg
dataset_A,IMG20221109101219.jpg,IMG20221109101219,.jpg,5785206,3456,4608,3,0.75,15925248,RGB,95.29570672933947,57.924880398188,467.8525662282344,467.8525662282344,7.656723976135254,a53184b397d8fc540e9575eda7b34684,f8fa3d04f0525e4a,data\raw\dataset_A\Pics\IMG20221109101219.jpg
dataset_A,IMG20221109101220.jpg,IMG20221109101220,.jpg,6115958,3456,4608,3,0.75,15925248,RGB,85.95561331289785,49.62250158813797,479.01072371984924,479.01072371984924,7.377936363220215,36f8fbe27d6ac37b725e0b41afa5ebad,adbd0442dad8f343,data\raw\dataset_A\Pics\IMG20221109101220.jpg
dataset_A,IMG20221109101225.jpg,IMG20221109101225,.jpg,6685347,3456,4608,3,0.75,15925248,RGB,110.01286347314654,52.51149490456196,580.7207864002746,580.7207864002746,7.681632041931152,92251cbbcd1034574b17a8acc2fd31ea,82678cb1a2accddd,data\raw\dataset_A\Pics\IMG20221109101225.jpg
dataset_A,IMG20221109101229.jpg,IMG20221109101229,.jpg,5119262,3456,4608,3,0.75,15925248,RGB,113.55400455930105,48.12599507911739,358.5024951564363,358.5024951564363,7.54224967956543,d12d3b8b94a4450844efd4ac10af37bf,812f6eec2c0f4f0b,data\raw\dataset_A\Pics\IMG20221109101229.jpg
dataset_A,IMG20221109101617.jpg,IMG20221109101617,.jpg,6641731,3456,4608,3,0.75,15925248,RGB,113.12071234306681,38.81901517136363,688.5785010800467,688.5785010800467,7.04957914352417,9a8aa86a3ad229402630f8f55f62c0f0,edada5d59585212a,data\raw\dataset_A\Pics\IMG20221109101617.jpg
dataset_A,IMG20221109101621.jpg,IMG20221109101621,.jpg,5414110,3456,4608,3,0.75,15925248,RGB,113.95637122888134,38.82548351989538,294.53589695579416,294.53589695579416,6.941408634185791,1b21022a55d6d00e780bba70dd54ebed,b999d9db822614dc,data\raw\dataset_A\Pics\IMG20221109101621.jpg
dataset_A,IMG20221109101623.jpg,IMG20221109101623,.jpg,5174055,3456,4608,3,0.75,15925248,RGB,121.30084925522038,49.940826221107045,396.404004633924,396.404004633924,7.472992897033691,c9bba5fe53a1cb523572bb7c30540bf8,fdbfb434909007ac,data\raw\dataset_A\Pics\IMG20221109101623.jpg
dataset_A,IMG20221109101624.jpg,IMG20221109101624,.jpg,6373254,3456,4608,3,0.75,15925248,RGB,121.93037665724263,53.49298654003965,847.6615093834214,847.6615093834214,7.614990234375,d7749bc5145d54c785967da462435057,f5e1e17106ae5931,data\raw\dataset_A\Pics\IMG20221109101624.jpg
dataset_A,IMG20221109101625.jpg,IMG20221109101625,.jpg,5401520,3456,4608,3,0.75,15925248,RGB,123.60487861790284,55.250172514909686,462.9654002536666,462.9654002536666,7.688952445983887,da003c731f858a1c61e3a1125a3e01b7,e5e3e70e089c256b,data\raw\dataset_A\Pics\IMG20221109101625.jpg
dataset_A,IMG20221109101626.jpg,IMG20221109101626,.jpg,6746402,3456,4608,3,0.75,15925248,RGB,117.6819497567636,52.39156561118005,931.080790545673,931.080790545673,7.68436336517334,41b53f14b7f645f8707b3b3ded29aa6f,fafcf420629ccc68,data\raw\dataset_A\Pics\IMG20221109101626.jpg
dataset_A,IMG20221109101628.jpg,IMG20221109101628,.jpg,6472918,3456,4608,3,0.75,15925248,RGB,126.69652855641557,57.967525500555205,848.2611928106306,848.2611928106306,7.742901802062988,1fa730c0cf0acfc14fa8ae9afd16b24a,c892c2e2d99c97ea,data\raw\dataset_A\Pics\IMG20221109101628.jpg
dataset_A,IMG20221109101629.jpg,IMG20221109101629,.jpg,6282484,3456,4608,3,0.75,15925248,RGB,129.09190042126818,61.347320337432116,571.4310992331176,571.4310992331176,7.795645236968994,9751621abb0aa6ebf555643e032b2e3a,f9b9496583d89a1a,data\raw\dataset_A\Pics\IMG20221109101629.jpg
dataset_A,IMG20221109101632.jpg,IMG20221109101632,.jpg,5237477,3456,4608,3,0.75,15925248,RGB,125.00759605125144,58.736973170367875,349.94155034373694,349.94155034373694,7.727771282196045,15b78561bb5435cc06c0322360faba37,d0d889e9d889e1f3,data\raw\dataset_A\Pics\IMG20221109101632.jpg
dataset_A,IMG20221109101633.jpg,IMG20221109101633,.jpg,5357975,3456,4608,3,0.75,15925248,RGB,118.82783018512491,56.48811603820235,356.3552130309931,356.3552130309931,7.730920314788818,6d2099b8ac908677f482a3a2927315d2,e0d1e16687ecf8d0,data\raw\dataset_A\Pics\IMG20221109101633.jpg
dataset_A,IMG20221109101634.jpg,IMG20221109101634,.jpg,5016250,3456,4608,3,0.75,15925248,RGB,124.27798700528871,56.141245899200264,245.24254699202098,245.24254699202098,7.7251482009887695,492c646eda05c5234cbb6c2845348349,cac8d074c5c3c5ee,data\raw\dataset_A\Pics\IMG20221109101634.jpg
dataset_A,IMG20221109101635.jpg,IMG20221109101635,.jpg,5971507,3456,4608,3,0.75,15925248,RGB,118.44814416704845,54.25168991665698,450.39635725797314,450.39635725797314,7.734062194824219,bd3391adfa94961cd04af6c30c7ac683,dfba6063858e4c5a,data\raw\dataset_A\Pics\IMG20221109101635.jpg
dataset_A,IMG20221109101637.jpg,IMG20221109101637,.jpg,5849781,3456,4608,3,0.75,15925248,RGB,120.24406590088896,54.37131238852322,505.3514095150812,505.3514095150812,7.746493339538574,948c9154c3153d2acb1a02a313daa205,8f1e733387063cf0,data\raw\dataset_A\Pics\IMG20221109101637.jpg
dataset_A,IMG20221109101638.jpg,IMG20221109101638,.jpg,5288027,3456,4608,3,0.75,15925248,RGB,126.98581347053434,58.439258855692835,352.47495795343286,352.47495795343286,7.7773590087890625,1752e844d041abb6a668759ac0876887,d088e87095ceeef4,data\raw\dataset_A\Pics\IMG20221109101638.jpg
dataset_A,IMG20221109101640.jpg,IMG20221109101640,.jpg,5116474,3456,4608,3,0.75,15925248,RGB,125.12825652699412,50.90506625625765,263.2686205382956,263.2686205382956,7.527527809143066,59ad1f0398db914a8f2295fa9efa453e,f8f8173e282484fe,data\raw\dataset_A\Pics\IMG20221109101640.jpg
dataset_A,IMG20221109101643.jpg,IMG20221109101643,.jpg,5897157,3456,4608,3,0.75,15925248,RGB,110.43215954941486,49.96103898218818,551.63779331182,551.63779331182,7.613563537597656,308b6e162d5b6654e2e81bf1252fd268,c40e577e3e94c0f4,data\raw\dataset_A\Pics\IMG20221109101643.jpg
dataset_A,IMG20221109101643_01.jpg,IMG20221109101643_01,.jpg,5882531,3456,4608,3,0.75,15925248,RGB,112.18762407970036,46.716854892922875,626.351943924423,626.351943924423,7.489299297332764,17c3ca06d2039cd3a69fddaaf4c7e6ee,e120273babfa78a8,data\raw\dataset_A\Pics\IMG20221109101643_01.jpg
dataset_A,IMG20221109101645.jpg,IMG20221109101645,.jpg,6162988,3456,4608,3,0.75,15925248,RGB,121.6108244593742,55.13906925356527,474.2693661410098,474.2693661410098,7.744887828826904,00470ab3def95c7e401617d0e27660ab,d707896a368e4e78,data\raw\dataset_A\Pics\IMG20221109101645.jpg
dataset_A,IMG20221109101647.jpg,IMG20221109101647,.jpg,5925950,3456,4608,3,0.75,15925248,RGB,117.5717657897698,52.768395290455636,536.1060593662877,536.1060593662877,7.604202747344971,b27fa3898448a88b2a77a765a4386a4b,f830851b09c1ff2f,data\raw\dataset_A\Pics\IMG20221109101647.jpg
dataset_A,IMG20221109101649.jpg,IMG20221109101649,.jpg,6251569,3456,4608,3,0.75,15925248,RGB,129.3503514042607,58.21414547271109,551.723347859652,551.723347859652,7.712001800537109,b8fdff78d74ac7d1d80692b01e00145e,ce1599ea7815894f,data\raw\dataset_A\Pics\IMG20221109101649.jpg
dataset_A,IMG20221109101650.jpg,IMG20221109101650,.jpg,6014657,3456,4608,3,0.75,15925248,RGB,116.47799412605694,53.80904820323789,425.800111282628,425.800111282628,7.651590824127197,845b1854b67c40559cc1d4d39dd2d863,c800d77f3e97e250,data\raw\dataset_A\Pics\IMG20221109101650.jpg
dataset_A,IMG20221109101650_01.jpg,IMG20221109101650_01,.jpg,6526134,3456,4608,3,0.75,15925248,RGB,113.17560549135561,50.52161580871666,614.2793772523155,614.2793772523155,7.577732086181641,19cad7c1075af20acfa738749f125c3b,f074d53f1fc0283a,data\raw\dataset_A\Pics\IMG20221109101650_01.jpg
dataset_A,IMG20221109101652.jpg,IMG20221109101652,.jpg,5728505,3456,4608,3,0.75,15925248,RGB,139.58657064555604,56.90867320208359,473.5540962797749,473.5540962797749,7.636594772338867,e0b2ae22b8069a22a18852fe878aa87d,8b9e5e6b31303a2d,data\raw\dataset_A\Pics\IMG20221109101652.jpg
dataset_A,IMG20221109101653.jpg,IMG20221109101653,.jpg,4960557,3456,4608,3,0.75,15925248,RGB,150.88040745111158,62.78428894609684,237.89465336010937,237.89465336010937,7.608974456787109,fdbc2c87abe68ecbad0060cca8ff450c,8786434f3e1e4f4a,data\raw\dataset_A\Pics\IMG20221109101653.jpg
dataset_A,IMG20221109101654.jpg,IMG20221109101654,.jpg,5591545,3456,4608,3,0.75,15925248,RGB,116.51576509200987,54.756696872119676,352.8276866956503,352.8276866956503,7.677455425262451,a28c8e0c8c5d6211bba7d539233ea27d,ea55d3f670c0e033,data\raw\dataset_A\Pics\IMG20221109101654.jpg
dataset_A,IMG20221109101655.jpg,IMG20221109101655,.jpg,5234237,3456,4608,3,0.75,15925248,RGB,114.99042558081356,52.93727978957606,280.4031865649958,280.4031865649958,7.650022506713867,e9a60931ba66d61597816d531bb99bdd,d294f57390c2279e,data\raw\dataset_A\Pics\IMG20221109101655.jpg
dataset_A,IMG20221109101656.jpg,IMG20221109101656,.jpg,5779582,3456,4608,3,0.75,15925248,RGB,111.73612555358636,52.19381662502789,511.40077930730405,511.40077930730405,7.56593132019043,d81f8d0521d83d178131bbf4c29ad3e7,ce8ef4e3c6442cc6,data\raw\dataset_A\Pics\IMG20221109101656.jpg
dataset_A,IMG20221109101657.jpg,IMG20221109101657,.jpg,6635487,3456,4608,3,0.75,15925248,RGB,117.81133110140577,48.52538849752589,674.2947726106014,674.2947726106014,7.589548110961914,f4978b436035a1c26fdf4ff04d093212,a7dd6b40993e8135,data\raw\dataset_A\Pics\IMG20221109101657.jpg
dataset_A,IMG20221109101659.jpg,IMG20221109101659,.jpg,6571251,3456,4608,3,0.75,15925248,RGB,109.82462320210021,52.82646786423656,699.7001556014377,699.7001556014377,7.6912384033203125,fe3dc43eb171eea375740313788c3a6d,d28aaa7ad2609b9e,data\raw\dataset_A\Pics\IMG20221109101659.jpg
